貼文編號,粉絲專頁編號,粉絲專頁名稱,標題,說明,期間（秒）,發佈時間,說明文字類型,永久連結,多文發佈貼文,是分享的貼文,貼文類型,語言,自訂標籤,贊助內容狀態,資料留言,日期,觸及人數,心情、留言和分享,心情,留言,分享,總點擊次數,符合目標廣告受眾的用戶瀏覽情形（Photo Click）,其他點擊次數,連結點擊次數,,,,,,,
1.61E+15,4.94E+14,MindDuo親子共讀,"#BlueMonday也有驚喜在留言裡✨

#MindDuo線上書展 今天要介紹的出版社是 大好書屋 
如果你還沒聽過大好的話，
那你一定也有聽過《謝謝你來當我的寶貝》❤️
描述了母親從備孕到養育孩子的心境歷程，
這本感動萬人的經典繪本非常適合親子共讀喔！

除了✅《謝謝你來當我的寶貝》，
大好書屋的✅《河馬啵啵》系列也是很熱門的繪本，
小編偷偷說🤫
MindDuo有替最近新出版的河馬啵啵掛名推薦呦！
大家知道是哪本嗎？

同樣熱門的繪本還有
✅《你做得好棒！》鼓勵孩子在生活中的每一步成長，
適合父母親帶領孩子閱讀的✅《可以哭，但不要太傷心》，
帶領孩子面對生命中的「失去」，
以及我們曾分享過的✅《謝謝身邊的美好小事》。

只能說這張書單本本都是經典啊✨
你最喜歡哪一本呢？
留言跟我們分享就能把握最後的驚喜機會喔！",,0,03/13/2023 07:07,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0jDwRUKUJmdmsLQcTpM9g65iFt7q9LUoG6zmhmPdJn6jJrgGNgfxn8ZpbiTdakXkel,0,0,相片,,,,,總期間,303,522,247,217,58,34,22,12,,,,,,,,
9.11E+14,1.00E+14,MindDuo親子共讀,"#台灣國際兒童影展開放售票
還記得MindDuo
在今年二月以來陸續曝光了
三篇與電影有關的繪本貼文~
許多粉絲都非常喜愛呢😆！

這次小編幫大家
整理了這次台灣國際兒童影展
的精選三部片單啦！
／
📍《森林之歌》Mavka: The Forest Song
 ✧ 烏克蘭｜8+｜90 mins｜Oleg Malamuzh, Oleksandra Ruban
​
📍《夏日齋戒挑戰》Summer Fasting
 ✧ 法國｜8+｜18 mins｜Abdenoure Ziane

📍《風火世代 - 安凱伊》Kizazi Moto Generation Fire - Enkai
 ✧ 英國｜8+｜11 mins｜Ng’endo Mukii
／
以「推開任意門」為主題
「多元視野」為核心
將收集具備各地文化特色的影像，
帶著觀眾透過影片環遊世界😎
／
台灣國際兒童影展 Taiwan Int'l Children’s Film Festival
實體影展｜3/29（五）-4/7（日）
線上影展｜4/15（一）-5/19（日）
（詳細資訊請見留言處）
#現正熱烈售票中",,0,03/13/2024 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid023bq5eMgff7VQCMsP2bvGLhxJMpSbNXtBH8GEkaJqtm7fi6zgLz4ywJaC77cxbZVHl,0,0,相片,,,,,總期間,4188,58,52,4,2,74,31,43,,,,,,,,
1.61E+15,4.94E+14,MindDuo親子共讀,"#MindDuo掛名推薦
#驚喜在留言處✨

昨天 #MindDuo線上書展 介紹了 大好書屋 的熱門書單，
發現大家跟小編一樣都很愛《河馬啵啵》系列！
我們喜歡到什麼程度呢? 
喜歡到幫新上市《河馬啵啵的妖怪麵包派對》掛名推薦啦😆

這次熱心助人的啵啵和朋友一起幫山羊先生發送香噴噴的麵包，
在造訪了塔鎮、小山和燈塔島後，
竟然在森林裡遇到了妖怪👻
而且妖怪也想請啵啵幫忙送麵包⁉️

為了滿足這位「特別的客人」
啵啵和大家一起製作各式各樣的妖怪麵包，
沒想到妖怪們不僅友善還很熱情🔥

在親子共讀《河馬啵啵的妖怪麵包派對》時，
不僅可以幫助孩子學習助人精神，
還能在製作麵包的五感體驗中激發獨特創造力✨
非常值得和其它《河馬啵啵》一併蒐集成套書，
讓孩子和角色更多連結互動呦🥰
#mindduo3到6歲繪本推薦",,0,03/14/2023 07:02,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0RMeL3CnsUH2DfTcB2xz3GZMhSkRgGspXw9m5wWyBscyjEhfWiJTKTj6FKye7QiBEl,0,0,相片,,,,,總期間,932,1274,550,510,214,19,10,9,,,,,,,,
9.12E+14,1.00E+14,MindDuo親子共讀,"#給無法忍受失敗的孩子的必讀繪本 
不管怎樣
我都要當第一名!!!
/
小賢討厭「輸」😡
吃飯要當第一名
玩遊戲要當第一名
總之就是要當第一名
/
漸漸地
他的朋友們開始感到不滿
決定不再和他一起玩
/
但小賢無所謂🤷
因為他有新朋友了
然而，這位新朋友也討厭輸
小賢生氣地大聲說
「怎麼都是你說了算!!!」
/
這一刻
他才意識到
這是朋友們對他說過的話...
/
本書特邀韓國兒童青少年精神科醫師導讀
讓家長更能理解孩子好勝的成因
培養孩子面對失敗的勇氣
看完書後
和孩子一起討論
不如預期時該如何面對情緒吧~",,0,03/14/2024 07:01,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid022LLB1xkLs7pZ3TB7xby7d7JCHMv1Eo5qufD6zkuWihBueVitMa7ntVwze4zHY2AVl,0,0,相片,,,,,總期間,3840,115,97,5,13,181,82,99,,,,,,,,
1.19E+15,1.00E+14,MindDuo親子共讀,"#留言區有驚喜
#已開獎
「快一點！快一點！」
這是不是每天早上你和孩子的對話？👀
快一點吃飯！🍽️
快一點穿衣服！👕
快一點出門！🚪
但對孩子來說，時間的流逝和我們的「快一點」並不相同⏳
他們專注於眼前的每一刻，
想多看一下窗外的小鳥🕊️、
慢慢扣上衣服上的小鈕扣🧥、
甚至蹲下來仔細觀察地上的螞蟻🐜
對大人來說的「浪費時間」，對孩子來說或許是探索世界的一部分！
/
這本書用幽默的方式，帶我們換個角度思考——
為什麼我們總是催促孩子快一點？
孩子的「慢」真的代表拖拉，還是他們只是想細細體會生活的美好？💛
另一方面，這本繪本也能讓孩子了解
平常父母催促孩子快一點是因為後面會有一連串影響的的，而不只是想要責備孩子而已
翻開繪本，試著讓爸媽孩子雙方從不同的視角看看世界，
或許，你們都會發現新的驚喜✨
/
 #小編讀後心得：
 這不只是一本繪本，
 更是一場關於「時間」與「親子關係」的思考之旅💭
 當我們試著放慢腳步，孩子的世界就會變得更寬廣💡
 一起來看看，當爸媽不再說「快一點」，會發生什麼有趣的事吧！

❓ 你有沒有因為孩子的「慢」，而發現過有趣的事呢？
 留言和我們分享，讓我們一起試著放慢步調，感受生活的小美好🌿💫",,0,03/14/2025 04:01,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0ZShfBfNtpNwHw8mKZK8yevfxEDWbbWjtVRQpD3tv4RUtQK835C9bjsg3BiPXh3cfl,0,0,相片,,,,,總期間,9273,3887,466,181,141,144,340,255,85,,,,,,,
9.13E+14,1.00E+14,MindDuo親子共讀,"#已開獎
-----------------------------------
#文末有驚喜
上週各地的燈會都結束啦！
小編也很喜歡元宵燈會的活動，
趁著天氣涼涼的時候出門散步😎
/
今天要介紹這本-蹦蹦虎過元宵
主要講述
一個長得不怎麼可愛的花燈
再眾多花燈中，被大家嫌棄
沒自信的他，跟大家相處後
最後還是找到自己的特色🤩
/
在親子共讀時，
除了可以跟孩子介紹節日由來
還可以機會教育
不要過度在意他人言語而迷失自己
你！就是最棒的！
/
留言放上今年去燈會的照片吧🏮

【 《蹦蹦虎過元宵》 贈書活動辦法】
1. 按讚 MindDuo親子共讀 並分享此貼文
2. Tag一位一起去燈會的朋友，並放上今年去燈會的照片
3. 小編將在3/27抽出《蹦蹦虎過元宵》繪本一位！",,0,03/15/2024 07:02,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0TySphgEW4g1xU2BUreoJnyvJjcwofcUhYnTFdggwvwLqhfYT4AXGxAowsKWJWXH7l,0,0,相片,,,,,總期間,3289,210,80,70,60,42,36,6,,,,,,,,
1.61E+15,4.94E+14,MindDuo親子共讀,"#今天的驚喜在照片裡✨

除了日常的繪本閱讀外，
父母們是不是也常思考什麼玩具最適合孩子呢？
今天小編實際試玩這款Smart Games【迷你IQ大挑戰】
才知道現在的玩具真的好方便🤯

【迷你IQ大挑戰】不僅方便攜帶，
連關卡設計都線上化，
只要掃QRcode就可以取得5000個題型，
不同難度關卡訓練孩子的空間邏輯和專注力，
是一款操作門檻低、
又能讓孩子培養思考力的益智玩具。

小編認為它很適合讓孩子在車上或在外旅遊時，
成為取代電子產品的小玩具😉
你的孩子最喜歡什麼玩具呢?
留言跟我們分享就有機會把【迷你IQ大挑戰】帶回家喔❤
#迷你IQ大挑戰 #SmartGames #上誼 #和誼玩具國",,0,03/17/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0C45H67x2hcJ6VunGA4FRuNUZFXB2wxWg32isrgbYPAJQkVtMgh1VSY4SGFAtMHA4l,0,0,相片,,,,,總期間,494,733,322,318,93,17,12,5,,,,,,,,
1.19E+15,1.00E+14,MindDuo親子共讀,"#留言區有驚喜
#馬路上的無名英雄Ep2 
#可以看到消防栓的客串演出 

#已開獎

繼消防栓之後
作者布莉安娜 卡佐
再次腦洞大開帶大家看世界！
這次的主角則是：

那位等著發光發亮、
永遠被快速留在原地、
感受不到寧靜的

——————
綠燈～
——————

但是他還是默默的
告訴自己：你發光的時間就要到了

當汽車排排站
蓄勢待發🌪️
他等待著….

預備、預備備
-
-
-
出發吧！！！！！
他用盡全力閃耀自我🎇
他象徵著開始、起步
因為他有一個很重要很重要的工作
因為他是最閃耀的綠燈！",,0,03/17/2025 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02EAVqk67DyMfYG7beqDTtetE7uhd5SnWBQp5gstkTvrPSWVRmhpmPkTjvAbJtDGs7l,0,0,相片,,,,,總期間,15024,5535,757,279,242,236,567,449,117,1,,,,,,
9.15E+14,1.00E+14,MindDuo親子共讀,"#MindDuo甜甜繪本週
不知不覺今年也過完四分之一了✊
也意謂著大地百花齊放，
暖陽遍地普照的春天即將到來🌸
這個繽紛的季節，
總讓人的五官有各種甜甜蜜蜜的體驗🍯
像是：瀰漫在空氣中花的香甜、
春季季節甜點的香甜、
感受大地精彩心裡的香甜！
/
春天給人的感覺，
就像一顆甜滋滋的糖🍭
褪去冬天的寒冷苦澀，
一切即將復甦！
在這個春季，小編為粉絲們帶來三本最新繪本
🌷《甜點小鎮的冠軍料理大賽》
🌷《木蘭花餃》
🌷《春櫻爆米花》
讓孩子可以感受滿滿春季甜甜的氣氛喲！
 /
👉想獲得這幾本好甜好甜的繪本，
那就趕緊關注小編接下來的貼文吧！",,0,03/18/2024 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0j4mMKJ5EnaSepwGqbRcCEyeaWf2MgSwKoegQ2TcAw41AZddPiioCvNqgNEtpd3upl,0,0,相片,,,,,總期間,2980,72,72,0,0,23,22,1,,,,,,,,
9.15E+14,1.00E+14,MindDuo親子共讀,"#已開獎
---------------------------------------------
#文末有驚喜
#MindDuo甜甜春季繪本週Part1
喜歡吃甜點嗎?
快跟小編一起去甜點小鎮
那裏買得到各式各樣的甜點🍰🍡
/
在小鎮中
有「和菓子」與「洋菓子」
但他們早就看對方不順眼很久
洋菓子看不上和菓子土裡土氣的行為👘
和菓子瞧不起洋菓子每天穿得花枝招展👗
因此甜點小鎮就由
銅鑼燒師傅與蛋糕夫人
分為兩個陣營
/
有天
這個光滑白皙的新鄰居搬進鎮上
引來大家的側目
銅鑼燒師傅與蛋糕夫人
開始拉攏新鄰居加入陣營
沒想到，新鄰居聲稱
自己不是和菓子
也不是洋菓子?!
/
幾天後
新鄰居居然變成饅頭
明天變成蛋糕
後天變成銅鑼燒
每天都長不一樣
他 到底是誰?🤔
會對甜點小鎮帶來什麼變化呢?
/
本書藉由一開始甜點們的爭鋒相對
再到理解彼此並看到對方優點
傳遞如何「欣賞別人」
引導小朋友用包容的態度
同理各式各樣的人事物
/
【🍰🍡《甜點小鎮的冠軍料理大賽》 贈書活動辦法】
1. 按讚 MindDuo親子共讀 並分享此貼文
2. 留言你最喜歡的甜點 Ex.小編最喜歡吃千層蛋糕!!!
3. 小編將在4/2抽出《甜點小鎮的冠軍料理大賽》繪本一位！
（‼️中獎者在拿到繪本後，請提供約50-100字的閱讀心得唷‼️）",,0,03/19/2024 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0bCV6XK9kDcrG3N9HY4yXCxaRw9an3Kei6UPDHtsmemcae16q22u9qwpXw83LKJhYl,0,0,相片,,,,,總期間,4053,582,218,188,176,263,203,60,,,,,,,,
1.19E+15,1.00E+14,MindDuo親子共讀,"#留言區有驚喜
#已開獎
#預告❗明天有和家喻戶曉的神秘嘉賓合作的🌸迎接春天親子活動🌸
敬請鎖定粉專~

🌸春天到了，終於——櫻花樹開始綻放！🌸
 小動物們興奮地來到樹下，
 迎接這場粉紅色的春日饗宴🌿✨
/
 溫暖的春風吹拂，櫻花紛紛飄落，
 「啪！」一朵櫻花像爆米花一樣彈開了？🌸🍿
 動物們睜大眼睛，好奇地看著櫻花的變化，
 強勁的春風讓滿樹的櫻花瞬間飛舞，
 像是一場綻放的櫻花爆米花雨🌸💖
這場來自大自然的魔法，
 帶給動物們驚喜，也讓春天的美麗更加閃耀✨
/
 #小編讀後心得：
 《春櫻爆米花》繪本用可愛的故事和溫暖的畫風，
 帶孩子感受春天的氣息🌷
 透過擬人化的動物視角，
 讓孩子更貼近自然的變化，
 彷彿能聞到空氣中淡淡的櫻花香🌸

❓ 你有沒有和孩子一起體驗過春天來臨的瞬間呢？
 留言和我們分享最美的春日回憶，
 一起感受櫻花盛開的幸福時刻吧！💖🌿",,0,03/19/2025 05:02,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02K14NAk2Ex5RFo4c8DkV81s7CKMzPBsCU4CFPRPKeBBWQFSJAdEVwb9Ry9vewpUj7l,0,0,相片,,,,,總期間,14238,4684,837,295,277,265,363,301,62,,,,,,,
9.16E+14,1.00E+14,MindDuo親子共讀,"#已開獎
----------------------------------------
＃文末有驚喜
#MindDuo甜甜繪本週
「等木蘭花開時，我們見個面吧！」
「我會等你的！🌷」
/
在這個萬物復甦的春天
是一年的開始
也是適合想起朋友的季節

累計許久的誤會如融雪般化去
大家一同期待ˇ春暖花開的日子🥰
/
《木蘭花餃》這本書
故事開始於早春，
松鼠與灰松鼠有些誤會

於是大家想了個辦法
拿出秋葉點心、木蘭乾燥花
圍在一起包餃子
熱騰騰的餃子讓大家的心都暖呼呼的。
/
這本書以溫馨可愛的畫風
帶入許多關於情緒、品格等省思
在親子共讀的同時
以故事方式跟孩子傳達理念😍
相信會有不錯的效果！

書中包的餃子🥟是木蘭花餡
留言處跟小編說說
你最喜歡的餃子餡料是什麼呢！

讓我們布克在一起 

【《木蘭花餃》🌷 贈書活動辦法】
1. 按讚 MindDuo親子共讀 並分享此貼文
2. 留言你最愛的餃子餡或是最愛的包子餡是什麼呢！
3. 小編將在4/5抽出《木蘭花餃》繪本一位！
（‼️中獎者在拿到繪本後，請提供約50-100字的閱讀心得唷‼️）",,0,03/20/2024 07:01,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02mYhkPBv2wv73nS91zK1YQhAi8xzM98Ab2uEGYNQp6CCSVGXZrNqmRmAjPU6u5Tael,0,0,相片,,,,,總期間,5689,720,269,230,221,244,173,71,,,,,,,,
1.19E+15,1.00E+14,MindDuo親子共讀,"🌸 MindDuo x 巧連智春日親子時光 🌸
#已開獎
#留言處有驚喜 

氣候回暖~春天來了，最適合和孩子一起享受親子時光！🌞
在陽光下翻開一本繪本、一起玩益智遊戲，感受滿滿的幸福時光～❤️

這次我們 MindDuo 親子共讀 和巧虎好朋友（巧連智）攜手合作，
想邀請爸媽們一起來分享 「春日親子時光」
就有機會獲得超棒的親子好禮🎁！

💬 參加方式：
1️⃣留言標註 1 位好友+分享你和孩子們在春日會一起做什麼，享受親子時光呢？（e.g. @陳小明 我經常和孩子一起在陽光下讀繪本）
2️⃣按讚 + 追蹤粉專 @MindDuo 親子共讀和  巧虎好朋友（巧連智）
3️⃣公開轉分享此貼文至個人動態

即有機會抽到🎁市值共 $8,200 🎁的春日親子時光好禮！
/
🎁 活動獎品：（共15個得獎機會，市值共 $8,200！）
📚巧虎學習繪本組*4
💡巧虎生活布書*4
📔巧虎趣味遊戲墊*4
🤖巧虎i互動語彙機*3

🔔在雙邊的粉專都留言分享，即可有雙倍的得獎機會！
/
📆 活動時間：
即日起至 4/10（四）23:59
/
■ 注意事項
🔸獲獎者資訊將提供給巧連智公司，由巧連智寄出獎品
🔸中獎名單將於2025/4/17（四）公布於FB活動貼文下
🔸贈品寄送僅限於台澎金馬地區
🔸得獎者請於 2025/4/23（三）前回覆完整資訊，若逾期或資料不全視同放棄，恕不另行通知。禮物將於2025/4/30（三） 寄出
🔸每位粉絲可留言多次，但每次留言要標註不同好友；且中獎以一次為限

快來分享你和孩子的親子時光，讓這個春天充滿親子共處的美好吧！💛📖
 #MindDuo親子共讀 #巧連智 #春日親子時光 #親子共讀 #閱讀好時光",,0,03/20/2025 05:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0M7V5CPcrvgEfMRyWwBQ98zTW5gj33pTLkoi8EGrF7SdXftTNgCqsZABJLzprDeY8l,0,0,相片,,,,,總期間,34624,14741,2712,704,1317,691,866,834,31,1,1,,,,,
1.61E+15,4.94E+14,MindDuo親子共讀,"誰也有牙醫恐懼症?!
(小編默默舉手🤚)
據說人年紀大以後，
牙齒好壞會直接影響全身的健康程度，
作為攝取營養的關鍵因素，
一定要從小養成照顧牙齒的好習慣！

《我的健康守門員：牙齒》以生動插畫搭配趣味故事，
帶領孩子認識牙齒的各種酷知識😎
除了介紹牙齒的功能和構造外，
這本書也擺脫傳統，
將法瑯質比喻成盾牌；
把牙齒們形容成足球隊，缺一不可⚽️

透過繪本讓孩子明白刷牙的重要性，
將說教時間的時間換取溫馨的親子共讀，
自然而然就能顧好牙齒、少看牙醫了☺️

不知道大家小時候都把乳牙藏在哪裡呢🦷？
#MindDuo3到8歲推薦書單",,0,03/21/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02F94yUJhahuJUTgwBUxKXTGcK3YSPYoWNQMXeP7C2gDz6f5bFCvB5NCp8vC5TGRgAl,0,0,相片,,,,,總期間,255,85,79,5,1,7,4,3,,,,,,,,
9.17E+14,1.00E+14,MindDuo親子共讀,"#已開獎
---------------------------------
#文末有驚喜
#MindDuo甜甜繪本週 
結束冬眠的小動物們
將找到的食物聚在一起
用火柴點火
一勺油菜籽油
一把玉米粒
再撒上香草粉
嘭!香香的爆米花出爐啦🍿
/
小鳥們飛去找更多種子
一樣的方法
一勺油菜籽油
一把種子
加上蜂蜜🍯
嘭!滿滿的粉色盛開
/
原來小鳥帶來的是櫻花種子
春天是真的來了🌸
/
這本書透過豐富的插圖
讓讀者彷彿正在坐在櫻花樹下
一邊欣賞櫻花漫天飛舞
並品嘗著爆米花的香甜
是一本非常適合親子共讀的繪本!

@讓我們布克在一起 

【《春櫻爆米花》🌸 贈書活動辦法】
1. 按讚 MindDuo親子共讀 並分享此貼文
2. 留言你吃爆米花是「甜派」還是「鹹派」呢?
3. 小編將在4/8抽出《春櫻爆米花》繪本一位！
（‼️中獎者在拿到繪本後，請提供約50-100字的閱讀心得唷‼️）",,0,03/21/2024 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0jLvnY48nM5MeHXBs36i4U2dcNvH7kAzvhSgcJ8kkGMGwTuc7abYPUne4MgS4NSPjl,0,0,相片,,,,,總期間,4764,713,263,235,215,222,174,48,,,,,,,,
1.61E+15,4.94E+14,MindDuo親子共讀,"#0到3歲經典繪本
#你在看什麼

信誼小太陽親子書房 出版超過20年的經典翻譯繪本，
《棕色的熊、棕色的熊，你在看什麼？》🐻
無論在國內外都累積許多讀者，
甚至可以當作跟外國朋友的共同話題喔😆

《棕色的熊》藉由繽紛色彩，
搭配重複、簡約性的文字，
最適合0️⃣～3️⃣歲的寶寶跟著父母親一起翻閱，
成為讓孩子認識色彩的第一本書🌈

經典就是永不退流行🥰
你家中也有這本繪本嗎？",,0,03/23/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02my4FK9ag8jATW2eNUjo5ap4VMTvGmHfPgUxtwE25Aowu1oJ72MKBHSMmySMFvXsbl,0,0,相片,,,,,總期間,411,113,95,16,2,41,27,12,2,,,,,,,
1.61E+15,4.94E+14,MindDuo親子共讀,"#這是一本美得像藝術品的繪本
《的》是討論度超高的絕美繪本！
榮獲日本MOE繪本大賞👏
每一頁好像都是一個獨立的奇幻世界，
但彼此和彼此之間卻又連接在一起，
在閱讀的過程中，
你將驚嘆於作者的筆觸以及巧思🤩

故事起源於女孩紅色大衣的口袋👧
接著驚人的一幕發生了，
口袋裡竟然裝著整座城堡🏰
隨著鏡頭不斷地放大，
會發現，世界，不僅僅於你所看到的！
在沒有注意到的細節當中，
永遠藏著另一個栩栩如生的世界🤯

《的》全書由作者親自審訂，
且與日本國寶級裝幀師合作，
尺寸與設計無一不讓人著迷，
小編私心覺得，
《的》絕對是近期最令人著迷的繪本～

故事的最後，發生了驚人的反轉，
留言告訴小編吧！！",,0,03/24/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0jEhjiW7dRuj73XKetyDgUDDVq6ZKCqWaBi1web899rLgDwrGdc7JbQy12tiE9mwbl,0,0,相片,,,,,總期間,253,69,62,5,2,15,11,4,,,,,,,,
1.19E+15,1.00E+14,MindDuo親子共讀,"#留言區有驚喜 
#麵包小偷作者最新作品
#信任教養x挑食救星 
#已開獎

灑上貓熊香鬆🐼
所有食物都變好吃了
再也不挑食
全部都吃光光！

小園跟很多孩子一樣很愛挑食
但幸運的是他遇到了
「貓熊香鬆」～
（但真的是幸運嗎，繼續看下去才知道）
她開始撒在所有食物上🍱
讓所有食物變得更好吃

只要念念咒語🪄
「波卡，波卡」
白飯變成了貓熊香鬆白飯🍚
好可愛喔
高高的一座白飯貓熊山

但有一天小園不小心灑到了物品上
他好奇的撒在所有東西上
接著
牙刷🪥、拖鞋🩴、面紙
剪刀✂️、帽子🧢，就連阿園自己
全部都變成了貓熊🐼！！！！

故事的劇情會怎麼發展呢！
從小天下看大未來",,0,03/24/2025 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0yfoGuxA9P4AkyRYirxNXi9W4NNGrMo9PgRzZny8PUHFuvuNf1WNGbchfdQ9byryul,0,0,相片,,,,,總期間,21161,10047,979,389,296,294,831,666,165,,,,,,,
9.17E+14,1.00E+14,MindDuo親子共讀,"#文末有驚喜 
還記得MindDuo親子共讀
在過去曾經跟大家介紹
人氣超高的宮西達也霸王龍系列繪本
在去年也曾舉辦霸王龍展的贈票活動😆
/
這次小編又要給大家🎁啦！
現在在以下時段
打開電視24台MOMO親子台
就可以看到從繪本走出來的
那隻「霸王龍雷奇」啦😍😍
/
【霸王龍雷奇 🦖播出資訊】
週一至週五  下午16:00~16:15
每週六 上午09:00~09:30
每周日 上午7:00~7:30(重播)
/
留言處跟小編許願
想看哪種類型的卡通😏
就有機會得到超超超可愛的霸王龍呦🦖
momo親子台 
#霸王龍雷奇",,0,03/26/2024 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02FcvC5zA7SSviG7eZvPDuMZLhp3MfWXC7im6aHv4JmzkFLKozQuPFFx38vjnTQkkal,0,0,相片,,,,,總期間,27551,2710,1119,835,756,2413,2291,113,9,,1,,,,,
1.20E+15,1.00E+14,MindDuo親子共讀,"#留言處有驚喜
#已開獎

每天上班/上課前你和孩子對貓咪說：「乖乖在家喔～」
但當你踏出門，牠的真實生活才正要開始！🐾
/
 別再天真以為牠只是乖乖睡覺、發呆等你回家了～
 實際上，牠可是立刻展開自己的完美行程！
 喝咖啡☕、逛書店📚、上美容院💅、吃迴轉壽司🍣……
 還有最療癒的泡湯行程♨️，
 一天過得比上班族還精緻，簡直是貓界頂級生活！
/
 #小編讀後心得：
 這本書實在太可愛、太療癒了！
 以獨特的視角重現貓咪的日常幻想，
 每一頁都像在看貓咪版的「質感生活 vlog」🎥
 還有作者細膩的手繪風格，
 不只讓你會心一笑，更會懷疑自己是不是才是被放在家裡的那一位😂

❓如果你家貓咪也能像繪本裡一樣出門玩，
 你覺得牠第一站會去哪裡呢？
 和孩子們討論，並留言跟我們分享貓咪的秘密行程吧～🐱📍",,0,03/26/2025 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02zWqHkxmtdNhuQiQzYeASnARAeh83BmypJ6C4Yg3Ve16LZ6wb9HdfhnSkpJrnsgWul,0,0,相片,,,,,總期間,11990,4674,806,290,270,246,462,389,73,,1,,,,,
1.61E+15,4.94E+14,MindDuo親子共讀,"#照片裡有驚喜 

大家還記得MindDuo曾介紹過的 KidsRead 點讀筆嗎？
這次KidsRead帶著全台首創
✅【台語點讀繪本】回來了！
全系列《唱家己的歌》、《揣自由的台灣烏熊》和《石虎的厝》
除了有點讀筆幫助孩子閱讀、理解台語發音，
還可以搭配專屬動畫影片欣賞👀
適合3️⃣～6️⃣歲孩子與父母共讀，
作為接觸母語的敲門磚☺️

小編覺得內頁的繪圖風格很精緻，
動畫故事也很精彩，
就算以一般繪本來看也是很值得收藏的套書喔！

不僅有台語繪本，KidsRead也推出
✅【雙語點讀學習繪本】
「雙語言 x 雙封面 x 點讀筆」讓英文學習更輕鬆，
《Hey You! 嘿， 你!》用簡單句子帶領孩子認識各種動物，
《Colin the chameleon 不會變色的變色龍》則是在語言學習外，
也能幫孩子培養自我認同！

在學習不同語言時，
透過視覺和聽覺更能陪養孩子對於語言的理解力，
此時點讀筆就是一個很適合從小玩到大的工具🎶
👉跟我們分享你的母語或是第二外語，
就有機會把點讀筆帶回家跟孩子一起使用喔＞＜
*更新資訊：活動截至4/3 23:59☺️",,0,03/27/2023 07:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02Ea62Rs8YVobAs5TftVMVxn7Fd7pKdUwmQqz7Kj27KfPKiksETzwKLkvw6iaYMsJcl,0,0,相片,,,,,總期間,440,695,294,297,104,22,12,10,,,,,,,,
9.21E+14,1.00E+14,MindDuo親子共讀,"MindDuo小編在今年有一項重大的企劃！
那就是！
每個月會與同是親子的好夥伴
親子天下Shopping 合作 ❤️‍🔥

分享爸爸媽媽們使用各種親子繪本💯
或是親子用品的心得😍
這次要與我們分享的是爸媽是......
噗噗x磨娘三寶の虧雞every day 
/
「喜愛與孩子親子共讀的我，
以往都是以童書、繪本為主！
常看到共讀群媽媽們討論各牌月刊品牌各有所好
年齡、月刊呈現、內容都是影響孩子對於月刊的接受度！
自己很怕萬一訂了一姊不愛怎麼辦🧐

所以對於月刊總是興致缺缺的我，
沒想過會有想下訂的念頭！
直到實際讓一姊閱讀小行星幼兒誌2期💫
一姊的回饋反應讓我直接跟行銷敲好檔期，
想跟我自己的團直接訂下去啦！」

「專為學齡前兒童3-6歲的孩子，
設計策劃出版的閱讀啟蒙月刊🤩
透過六大學習領域的內容規劃：
身體動作與健康、語文、認知、社會、情緒與美感，
以孩子的用語、立場訴說故事，
進而理解生活各種角度，從中學習並思考！」
/
想要更加了解小行星月刊體驗心得嗎？
趕緊點進留言處觀看文章👇👇👇

親子天下Shopping 
噗噗x磨娘三寶の虧雞every day",,0,03/27/2024 07:02,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02Crhv5SKdgVnyvsUDyts6KxrUzhRTQFFHjLwBQsv9k81gAKhHNLbKSsTjqUzk6Bptl,0,0,相片,,,,,總期間,3314,55,50,5,0,86,51,35,,,,,,,,
